Index	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22
T30250687	0.448803827	0.998896401	0.456267687	0.813297916	-2331	-3033	-9275	6136	-8795	9632032266	-1403468233	9288537319	-4170735423	2835252500	5/1/1985	7/18/1990	1	6	178	901	1	5
T30250688	0.605151882	0.560352689	0.642984773	0.951362988	-6040	-9572	-854	-793	-4119	-8500531242	-5120358883	-1801397177	702113483	-5462388884	2/2/1983	3/19/1988	6	1	901	14	1	4
T30250689	0.858733749	0.981339683	0.276484217	0.069288443	2790	-2295	7632	1930	-3828	9949590310	4830059823	57111407	-7825865373	3825284994	10/17/1989	3/3/1993	1	1	432	402	9	6
T30250690	0.21001221	0.447376556	0.544650161	0.751691578	-3273	-7687	-2719	5007	-8244	-3711925426	-5574687449	-5577835502	-4278267829	6137062809	7/30/1979	5/19/1990	2	1	704	343	1	13
T30250691	0.79926248	0.436088127	0.465500418	0.729665133	-3144	-585	8712	6464	793	-5666455993	-1553806663	-1462886466	9902002412	-4954760155	1/25/1991	4/2/1993	2	1	705	334	3	1
T30250692	0.541855112	0.206008257	0.35668783	0.954038541	6161	6847	-4424	2490	-9402	-9176998865	-4060565129	-2298703193	-2511742704	6725831944	8/27/1989	7/31/1989	1	1	39	413	3	21
T30250693	0.612139042	0.926634661	0.113542076	0.438372295	982	-5240	3197	7847	-748	-5428358005	6589915373	7075887956	4395207589	-9662074948	4/3/1983	12/17/1990	1	1	46	121	2	11
T30250694	0.590517745	0.71981013	0.120537296	0.353533621	6662	944	9508	-220	9859	2850289687	2978032517	-2960675014	907738676	-6182142843	9/22/1981	3/19/1991	1	1	191	442	1	1
T30250695	0.119415604	0.752297559	0.29630694	0.844366168	-3734	385	480	9939	6618	3847103718	6433352826	-8743032228	1288958921	32394178	11/20/1985	8/20/1993	4	1	804	429	1	6
T30250696	0.077877332	0.562862144	0.102076053	0.841276915	-1734	9371	867	-7779	4591	4996171226	2618776357	5434938787	6675941115	3806313813	11/11/1984	10/4/1996	1	1	169	146	11	5
T30250697	0.987474563	0.852616454	0.021257441	0.213508643	-2137	5522	3900	6742	-1885	-2680204334	-5134003318	924458244	5243901175	893740570	5/29/1987	3/19/1991	1	2	167	706	1	3
T30250698	0.729632987	0.834856274	0.049718368	0.04760266	3716	-6835	8716	4018	9167	-1520427087	475654706	4435845314	-472009350	-5894621792	6/17/1985	5/15/1989	1	1	179	167	2	1
T30250699	0.24096821	0.84022327	0.843281603	0.058218977	-2021	-6025	-9001	-8231	108	-4344106549	-5782949226	-6045554855	-6686328213	1015384390	4/11/1989	5/17/1987	1	1	157	349	9	1
T30250700	0.285247763	0.531772822	0.41202226	0.995211686	72	1851	-970	-4471	6660	7711804391	4710147859	-295955503	707994356	-7831347314	7/10/1986	11/28/1992	1	1	350	28	17	7
T30250701	0.39403274	0.553198543	0.143892663	0.436678084	5307	5827	107	-9968	1290	9238784752	269032760	3991548778	8316368641	8960215529	11/6/1988	6/23/1994	1	2	351	709	14	3
T30250702	0.712187583	0.151230368	0.363196196	0.612144508	5372	5335	-3969	-3924	5881	556972590	295297499	7363756118	5883685233	2284613698	6/5/1992	5/8/1994	1	1	351	589	4	3
T30250703	0.866209503	0.911957419	0.781943649	0.744181557	-5452	7974	6722	-7313	1360	9554882545	-4781243521	-4453978213	-6940705781	-2913917894	6/2/1983	8/1/1996	1	1	499	138	10	1
T30250704	0.119332833	0.051976731	0.991042546	0.560905028	-1225	-353	3036	5577	9444	9171000031	7125613390	5698780264	4172227004	-698336602	10/17/1988	7/14/1991	1	3	427	759	12	1
T30250705	0.52156741	0.152874208	0.293719863	0.65348126	1235	8402	6245	6305	-7346	1673989574	7485296405	-8640030460	5954379419	-8730413510	10/22/1993	1/14/1995	1	1	248	566	10	2
T30250706	0.527360995	0.16073812	0.597591958	0.350182087	-3166	546	-3050	-341	-5188	9515189606	-452738734	8932147604	4835450969	513530700	4/28/1991	7/4/1988	1	1	500	252	3	3
T30250707	0.389658673	0.643198015	0.801514205	0.97824379	-6395	-1155	7192	340	6897	-1369230826	-8665200412	1586453298	4295474870	2626430083	11/22/1992	3/24/1987	1	3	96	752	21	11
T30250708	0.95669322	0.63884833	0.407450141	0.753437004	-5854	-932	2091	411	-8852	8892972251	-8437817389	-2462736819	621951425	-7585716666	9/3/1989	12/15/1993	1	1	220	81	12	13
T30250709	0.681223944	0.0286577	0.631436919	0.461082316	3759	8244	-9765	1349	390	1597191195	6436410004	1061699964	-7385711806	7932891195	3/17/1994	12/7/1990	1	1	266	271	1	7
T30250710	0.040724063	0.940855591	0.453012793	0.094282722	-190	-1041	-5573	9995	9677	-9520514461	-2143659130	-8808980456	-4115269625	7167052838	6/11/1989	12/17/1989	1	1	211	443	3	2
T30250711	0.088512	0.162918213	0.972173317	0.818812896	6326	6750	7313	7449	-1843	5852379593	5534169987	-3656570896	2259743347	-1012945556	8/16/1990	10/3/1991	1	3	288	770	2	6
T30250712	0.800655097	0.26041496	0.162029035	0.771659955	2694	-7151	-842	7700	9478	-4413296670	1259843334	6598632637	-802658358	6287933993	4/10/1989	4/1/1991	2	1	704	229	3	1
T30250713	0.048931405	0.396970423	0.497302361	0.980287519	5889	-4271	3389	2390	9665	3410637333	7659810511	6055227640	9153454200	9259715441	5/25/1981	12/31/1990	1	1	235	497	4	3
T30250714	0.113192563	0.651189931	0.020798648	0.625035233	-5546	2781	-5393	9611	7730	-6362318090	-9851722469	5298383195	8509650208	-1268277945	4/20/1986	2/8/1992	1	1	330	356	8	4
T30250715	0.639750361	0.366305355	0.739350494	0.204405068	8687	-5467	-6660	5933	2133	9235195261	-4568962590	6263497881	7324891550	4957802289	3/6/1991	12/25/1987	1	1	374	241	10	3
T30250716	0.441283602	0.040311392	0.473013963	0.297826702	7077	-1354	9439	9742	-1247	-1898410750	-6933022583	-7774498768	-1864897010	-9575636061	2/8/1988	3/23/1990	1	1	280	26	7	11
T30250717	0.529397769	0.461921848	0.952370885	0.325090314	-1626	6137	-9321	-4564	3145	5882102313	8911558228	5642943238	-1532583412	-4241905883	4/14/1988	1/10/1990	1	1	576	488	13	1
T30250718	0.059809073	0.181710088	0.534504652	0.268858486	7836	-6165	9820	7795	2422	2169240616	8023644968	-7327281652	-9045117372	4286536328	4/4/1995	10/10/1993	1	2	216	701	14	1
T30250719	0.428959408	0.564267159	0.519413595	0.410766037	-8804	-5923	7475	9585	-4331	2982167103	9288094464	-1444526930	1812562805	3139314349	7/15/1988	11/23/1990	1	1	527	550	2	2
T30250720	0.229874293	0.060536684	0.070230625	0.044376888	-7781	-4887	-8514	8324	7129	4676450630	-8748699828	-6907915861	-1219426884	696197388	9/4/1985	9/18/1992	1	1	26	31	1	1
T30250721	0.272982726	0.072585646	0.139453744	0.29831354	-7311	9819	4123	-7931	-6318	-4834274325	-8624553640	9642901233	-5326530464	-9203811034	5/19/1988	3/14/1991	2	1	702	270	6	12
T30250722	0.674096886	0.240252877	0.23507223	0.714563008	-9672	-7397	7232	966	5304	-9121720275	-5772816205	5758645119	-2190094402	-8190498863	10/18/1982	3/13/1992	1	1	245	294	1	1
T30250723	0.357447305	0.875607569	0.837192411	0.572926308	6986	-1337	3184	5856	5872	-9346268192	565906167	-2082881429	-5282571211	-6320585844	2/15/1984	3/11/1982	1	1	11	310	2	1
T30250724	0.955568054	0.720839213	0.42551865	0.761477218	-3768	-2139	2690	-3031	1958	4305329640	-3509404100	1611741558	7226477654	7422421302	2/18/1993	3/8/1992	1	1	454	181	2	2
T30250725	0.552667549	0.839269201	0.350920657	0.333859995	5249	6356	-4446	-5418	7345	3963380075	-6388050198	8041321278	1984461976	-2732681900	1/14/1989	10/6/1993	1	1	531	187	8	6
T30250726	0.055577789	0.654892964	0.033515801	0.749062939	-7963	9977	-9421	-1717	6759	6965238946	-2398594589	7098914285	-5691693987	-6681610438	6/20/1985	6/13/1986	2	1	701	31	9	1
T30250727	0.821023242	0.051844549	0.405001664	0.207536846	-2878	5476	1123	5914	-6758	6667286805	-6242301594	8937900074	-1996721831	2040234404	12/21/1988	9/18/1988	2	1	706	71	3	7
T30250728	0.82035229	0.369395341	0.229977441	0.879105398	2759	1059	-175	-1743	-1157	3546245384	8211551211	6785064653	-6620210079	-1758665363	10/21/1987	8/15/1989	2	1	701	340	4	2
T30250729	0.79992862	0.13281248	0.869699701	0.026196096	8458	-290	1480	3115	-5633	1225030888	3062563888	-647896237	-2899850297	-3700730223	11/26/1988	8/1/1988	1	1	372	522	1	8
T30250730	0.270138338	0.8327156	0.194452861	0.156731384	-8140	8829	-3025	1749	-9749	-8479205622	-5316825221	3592985943	3785187726	5697061252	1/29/1991	8/10/1993	1	1	388	72	2	1
T30250731	0.393753864	0.655616464	0.202348368	0.225817306	-8053	-5959	-4699	-5417	-1817	-4540539012	5314082823	935938492	7549288456	-927033715	1/17/1989	2/2/1992	1	2	509	704	1	9
T30250732	0.419609527	0.306127986	0.920537858	0.420876137	-1354	-3891	-4286	-6890	-3584	-4058341111	-9074894152	-6243769803	1281492905	-8399147483	11/12/1986	9/9/1991	1	1	223	583	11	3
T30250733	0.378946232	0.943119253	0.195506564	0.502990774	6425	-9625	-3286	6880	-8055	2247858527	-5856212492	-4792192453	744426487	-7058704031	1/9/1995	1/23/1989	1	2	416	705	1	3
T30250734	0.854633123	0.631531205	0.360915303	0.444771817	-7996	2578	4553	6621	6597	-5597727074	-6851653579	4153201833	-1697697594	-6551301463	7/31/1981	5/7/1995	1	1	192	559	2	13
T30250735	0.387080028	0.845637027	0.934668817	0.764057507	5109	3420	3041	-8735	-2132	-9574622771	3019314204	1395648438	-9712813995	8415252641	11/26/1982	3/7/1994	6	1	901	553	2	11
T30250736	0.598762889	0.82274325	0.32733511	0.760979415	-6141	2426	-7168	-3448	-9472	-8663013009	313678160	7955186299	4967727093	4699584919	1/5/1985	3/8/1991	2	2	706	705	2	1
T30250737	0.504489249	0.557437976	0.879315998	0.518811243	-1715	8688	-8683	-285	-2476	4063392525	4636035848	7131190938	-8339833354	-7881041570	12/8/1981	7/31/1991	2	1	705	397	1	8
T30250738	0.657740536	0.214318779	0.036040838	0.52793959	8172	5328	883	-8233	-1605	3388401958	9631764448	-9681755026	7575408061	-6627669444	6/9/1988	9/7/1990	1	2	470	708	3	1
T30250739	0.498938731	0.757976196	0.243222217	0.500609236	-6296	7779	9967	7293	6677	8105791669	4191596514	-6920928330	-4195595096	-7937927541	7/28/1982	4/23/1992	1	1	335	558	1	1
T30250740	0.777705339	0.941402979	0.543668521	0.53606793	9861	273	8162	9411	-6018	2937754706	-5609480682	-3724754421	-9970275597	-6492839974	5/23/1987	12/12/1989	1	1	338	370	1	1
T30250741	0.734290631	0.880042169	0.410297271	0.934304373	-5511	-8057	-7515	4153	322	5138071779	-7936607458	2975245134	2494027828	6270712423	4/28/1987	6/9/1990	2	1	704	322	1	10
T30250742	0.544937675	0.523157825	0.356018312	0.598082595	7136	5710	9027	-8716	2182	7323112791	-5042021081	4032522099	2379806910	4264912912	2/22/1987	5/11/1993	2	1	703	531	4	1
T30250743	0.574280036	0.141300027	0.442495707	0.563199983	-1593	-618	7584	-9266	3708	1799201834	7482854948	1040264522	4096594465	5241740104	3/9/1977	12/16/1983	1	1	182	155	1	1
T30250744	0.19269781	0.437187339	0.486159147	0.296196908	3140	-8574	-5428	-7735	4389	-3984181465	-5993964360	7636317229	3074970276	-2915349298	7/17/1983	3/18/1996	1	1	520	550	11	1
T30250745	0.819799151	0.482129823	0.184058431	0.398210168	3696	-5927	9423	-2650	-1027	-5195556514	9435353115	-2973891295	-7054971746	3621227561	5/16/1990	6/9/1988	1	2	319	701	6	15
T30250746	0.946058848	0.870589514	0.959881866	0.915355172	8079	3850	-1111	-6367	5342	-8197147654	2741681028	-9573962929	5953258472	3677289053	2/12/1983	5/8/1991	1	1	598	267	13	8
T30250747	0.968392862	0.859478314	0.864650892	0.800177601	-5378	-892	9280	1117	8854	4260854652	-9376893556	3707430659	1836664792	-6672915553	7/30/1991	8/12/1990	1	1	61	208	16	8
T30250748	0.319661184	0.658726779	0.374064181	0.696836929	-6470	-2308	7791	809	1824	2919801727	-3288792629	-4847632313	-2277475488	5493095498	12/4/1988	8/17/1994	1	1	351	489	7	5
T30250749	0.144623628	0.952994854	0.322327486	0.549828987	-4199	6406	-4975	-2890	-364	2925343672	3806694812	3497856734	5150855985	-5807443395	8/23/1988	12/7/1983	1	2	285	703	1	6
T30250750	0.36278482	0.209415811	0.447026542	0.087479351	1585	4959	3491	7463	-8798	-6822154671	-4056614904	-1283352098	5750926753	-9895948846	10/4/1984	11/13/1990	3	1	751	466	10	1
T30250751	0.116199024	0.352139268	0.160218071	0.945985037	-8535	-654	-615	1786	1513	-5156301600	7531210404	2279970511	257320365	-7903632123	1/17/1992	3/16/1989	1	1	354	376	10	1
T30250752	0.293775362	0.956490632	0.840367861	0.307238126	5080	-8387	-3255	546	-2980	-577585508	3556276256	-9206474350	1795870533	6514022477	7/2/1985	8/11/1993	1	1	381	148	8	5
T30250753	0.776572289	0.155907382	0.125969776	0.511400989	6734	-7030	9505	6032	4876	-5554928167	9089007049	7992112050	-6205099759	-8019833334	8/12/1982	2/19/1993	1	1	315	48	1	1
T30250754	0.236201398	0.610309131	0.437383472	0.992388743	4447	8586	4621	807	-6109	-4435969036	-9458547144	4637165889	6594199064	1329193702	1/17/1990	11/13/1988	2	4	709	809	1	5
T30250755	0.122614749	0.400707588	0.437726736	0.913088326	-419	4408	4904	345	-2078	1371140080	-2462593958	6295097056	-8764127205	-2080615206	10/12/1991	9/18/1991	1	1	515	553	1	2
T30250756	0.538966278	0.155667188	0.069601118	0.906711769	1754	-3984	6032	-5315	8266	-737671103	-1713854155	-5716563676	1735372462	5996838021	4/30/1986	10/2/1984	3	1	759	235	1	6
T30250757	0.0555984	0.969420603	0.44541902	0.573547597	9260	-4037	579	5134	-8842	9908241727	-3595412127	1214030215	-7551326451	-3159810395	8/8/1989	7/6/1995	1	1	404	11	10	1
T30250758	0.879812587	0.462697764	0.51056929	0.124408046	7452	-9817	-8771	-268	3546	-5901734711	7291595477	2573124552	8896881225	9159178238	12/14/1993	3/12/1995	1	1	505	488	4	4
T30250759	0.331580228	0.281166173	0.104807761	0.680455658	5135	-6067	9551	3548	6733	-2232641617	-6659433243	-5454903121	-1078620264	-5614090675	5/13/1988	12/3/1988	3	1	766	356	5	1
T30250760	0.487605212	0.299283021	0.285779632	0.390126686	4860	1269	-8912	2019	3753	2200508549	-3016557889	-6553462816	3557817046	2696310660	3/28/1993	12/18/1995	1	1	164	197	14	16
T30250761	0.646871942	0.868000876	0.686433382	0.08344698	-6026	7838	-6002	-1601	-2419	-7862041658	261786194	1113236754	5386522531	-8951153919	7/11/1989	9/13/1995	1	1	107	144	2	1
T30250762	0.705035798	0.461464063	0.718412864	0.939998605	-438	1646	6493	7737	-5077	1411012661	3838777533	1890229149	428970287	6039236585	4/13/1991	2/27/1994	1	2	107	705	6	10
T30250763	0.579948018	0.103603607	0.341099494	0.426842839	-8010	3432	8616	2589	9135	-7668277960	-2460923013	5160932940	2504032873	7171201313	4/23/1994	10/30/1993	1	1	104	544	2	5
T30250764	0.957440452	0.659727262	0.34675762	0.154820944	7938	5047	8365	4606	6531	-7308981296	-5284391961	-7697018508	9136911012	9651168211	11/1/1988	2/10/1983	1	1	514	68	3	3
T30250765	0.853872574	0.471587364	0.973488681	0.71423532	-7542	4267	4798	6388	-7738	4468907759	-6429798821	7999322029	-4872557594	3857059002	4/2/1986	6/18/1993	1	1	582	411	11	3
T30250766	0.528652955	0.123222243	0.158544328	0.701312588	6308	-3494	-2210	906	1262	8321502422	900067579	9704982631	-1179711795	4065317152	10/14/1990	8/7/1991	1	1	243	488	1	1
T30250767	0.709720883	0.511672241	0.445560179	0.039164459	-5319	4822	6750	8261	3506	-1770423589	3522213428	5822952140	1778361869	-2529983362	5/29/1989	12/9/1991	1	1	546	69	1	1
T30250768	0.587821911	0.769804745	0.490821958	0.032861506	-6143	-6851	-3073	3652	-8385	5044095579	8208384668	-7725648326	9625933326	-841526845	4/18/1983	12/19/1996	1	1	258	590	10	4
T30250769	0.205289766	0.068777076	0.634817986	0.860039844	4969	3759	-1107	3119	5185	-87774900	3430819677	-2347206879	-8301129256	4471239907	11/26/1988	11/9/1990	1	1	211	510	2	1
T30250770	0.8837253	0.548812037	0.462272455	0.861942614	-879	-2740	-4291	8907	9935	-8856534866	7170735456	-1861453608	4341620415	-9700132061	6/3/1989	11/16/1994	1	2	112	703	3	1
T30250771	0.54142057	0.755249543	0.05563299	0.541307347	-2654	-1495	-6671	87	-5267	9968774632	2807018494	3581692422	-5665501318	-9254751089	4/28/1990	11/25/1988	1	1	337	230	2	1
T30250772	0.202063374	0.456920635	0.676083602	0.915150012	-8134	-7824	1536	9996	2336	3299990590	4864790175	-5519236468	4321871368	3140565054	12/4/1987	10/14/1991	1	1	427	31	1	9
T30250773	0.238507811	0.685181171	0.860777523	0.32146259	-3389	6880	9361	4676	-1971	-8196819559	-5909804320	6015365469	3770334741	411168262	9/28/1985	1/13/1991	1	1	249	156	3	16
T30250774	0.929108956	0.494852854	0.818720301	0.208780389	706	435	7234	-186	3340	-7252651254	8030256009	-8750205867	2242946103	-2605985479	1/27/1993	6/13/1993	1	1	524	418	11	10
T30250775	0.710680981	0.16100292	0.334924881	0.572573258	7517	-7451	-4526	8872	9920	-2517188109	7464816664	-6393207463	-4335556376	1529023279	9/24/1989	6/18/1993	1	1	491	437	1	5
T30250776	0.09848258	0.782587853	0.870105039	0.190331519	3819	-9856	5130	9114	9344	3216916719	5310988974	-6314209939	2499913529	-9390163778	9/4/1987	12/24/1986	1	1	337	415	1	12
T30250777	0.7135537	0.21073132	0.461655931	0.000103906	-2286	-3026	-8459	5610	2691	-2302167467	3338163530	3732369995	8335165262	-6341064880	6/3/1995	6/14/1990	1	2	247	702	11	1
T30250778	0.11746813	0.557069502	0.597180591	0.20837828	-3876	4214	8733	-5091	-3654	6660874263	7850736936	5773161239	-166725357	-4450679457	6/23/1996	12/11/1991	1	1	364	209	11	1
T30250779	0.916343174	0.199377067	0.120778532	0.477531793	8213	4732	-5258	-7488	4032	-2316947302	9922330204	1202712058	-5355376354	4307288669	1/25/1986	3/12/1989	1	1	262	508	1	5
T30250780	0.561561221	0.995118575	0.680448029	0.165621169	2642	-4388	2512	205	4561	6240456491	-1839490362	-3058653419	-2536288244	8877059229	7/8/1984	1/18/1987	1	2	155	702	4	8
T30250781	0.390537655	0.704517933	0.322355005	0.509408902	-6346	1838	6125	7229	6470	4204976657	-6238823494	8178369329	-494651477	5335763799	8/28/1994	2/18/1986	1	2	77	704	2	6
T30250782	0.599027819	0.812138197	0.859596292	0.206978245	-6492	-2290	-1023	1612	8409	-928438905	-9713450511	4397447201	2617777217	-1304644033	10/16/1992	3/2/1989	1	1	418	580	1	1
T30250783	0.94382849	0.761695998	0.221679399	0.638101991	-8969	4837	-5843	3979	-9746	-9756824798	4628032930	9774568968	3516140425	8176475066	12/25/1984	3/23/1990	1	1	84	366	6	2
T30250784	0.350321005	0.921876853	0.216647459	0.711301168	8312	1480	-4942	-324	7097	-6606932411	8765246103	-8808582532	-9269427772	-4448536147	9/9/1988	5/31/1989	1	2	86	707	1	11
T30250785	0.34282147	0.008784377	0.848933965	0.62240721	5743	-9363	-9420	-4947	3858	1241579660	647035922	1175502623	5931115570	-1520590328	12/2/1982	3/7/1994	1	1	155	537	7	5
T30250786	0.111012272	0.340950938	0.651447658	0.860630392	5808	681	-2417	-8223	-7015	7444694581	2755994467	-1252360749	766147236	5420526771	6/28/1993	10/8/1991	1	1	234	266	6	3
T30250787	0.925006566	0.707964445	0.966046705	0.042692111	7938	8449	3505	9331	9105	7472523447	4759255846	-3510241386	-4193427873	4612114689	10/14/1986	3/5/1989	1	1	163	88	3	1
T30250788	0.685742696	0.48379252	0.859814763	0.192281304	-3808	3060	6485	9910	-5953	-1463078878	-8303283288	4835746563	1947693277	4349149776	4/10/1989	8/31/1993	1	1	309	561	1	4
T30250789	0.369857211	0.18026142	0.192617662	0.637989878	-2145	-6389	-6095	1792	9049	-740737313	-624855357	-7046104377	-8498916747	3254181588	2/2/1992	7/8/1993	1	2	84	705	11	1
T30250790	0.221848223	0.04209166	0.627978805	0.423781481	-226	2498	8524	-554	-6444	-1158246760	1238126461	8454110922	-2173890484	-3141606731	8/8/1997	7/26/1989	1	1	396	422	1	6
T30250791	0.339584877	0.496868898	0.397384111	0.255421712	-9095	1838	8694	-6774	9327	-4038388195	6446100922	-1048234113	239335636	-2098531211	2/26/1988	2/15/1990	1	1	18	105	10	10
T30250792	0.775651997	0.713710734	0.262628167	0.712516943	-8300	-1943	4414	4834	1029	7781671507	-7716242329	-1747674652	2898410077	-3354875758	6/2/1991	7/9/1989	1	2	41	702	1	3
T30250793	0.135627541	0.084977833	0.685313193	0.88295008	-7640	-9176	7017	9099	-4577	-5920302934	-3897598379	3022267406	-5101404309	-1685544103	10/23/1981	7/23/1992	1	1	515	306	4	2
T30250794	0.30966958	0.88053942	0.610016044	0.577884707	-9593	-2581	-9882	-7800	-7775	5143474762	8360232098	-1540495993	-4450984031	8756888295	5/14/1991	9/16/1981	1	1	23	490	1	4
T30250795	0.454546912	0.769365517	0.320175622	0.087241035	-3335	934	8173	7032	-7161	887521117	779112188	-9484641531	9582175063	-7199344850	1/29/1979	4/9/1993	1	1	496	152	1	1
T30250796	0.540864326	0.555534323	0.918562503	0.450727531	-9729	2444	-3187	-8682	-3672	-4583219602	-3804052295	-802147695	-8156642977	9368910495	5/17/1985	7/6/1987	2	6	703	901	7	13
T30250797	0.400982852	0.54945782	0.501824394	0.480207488	199	-8292	-9942	5103	2582	-5777358911	4654967746	4034180887	2584789931	-70016183	1/22/1986	1/16/1989	1	1	381	140	1	6
T30250798	0.736326226	0.178832186	0.793660808	0.957941977	7527	2043	-6908	-4171	-136	9924576276	-3937470884	-6953532529	8206756403	-8558744677	10/17/1976	4/28/1988	1	1	209	465	1	13
